"x","y","FCH","PTC","holdout"
277.53354096616,1653.9349139856,12.5299997329712,76,1
270.593999722224,1648.40521078738,7.05000019073486,77.3534048236806,1
271.879365855916,1649.58927371227,11.6400003433228,46.0624159403145,0
275.259677681948,1653.92784305031,9.80000019073487,43.4763609059987,0
259.515724600064,1646.26605758796,15.4899997711182,81.6272111211302,1
262.164592511553,1643.61807036722,19.7299995422363,74,0
271.745789633849,1657.70043597599,18.2800006866455,86.5985260964828,0
273.329155796972,1652.29560084955,4.89499986171723,45.2457402488838,0
272.519988862442,1655.10088683731,15.9799995422363,67.9930698106597,0
274.23307176261,1655.21830959895,27.5699996948242,85.018730013705,1
273.088846806723,1652.83259068903,10.4099998474121,37,0
273.710670648094,1656.92889400638,21.0200004577637,90,0
269.315510777339,1651.93249776213,23.3500003814697,89.5140390226455,0
276.283689079217,1654.37729503336,11.6599998474121,53.0797509764904,1
270.752828625359,1651.69344352904,3.07999992370605,72.8056761119417,1
271.489367323612,1649.69157341756,3.50999999046326,18.1798679189541,0
270.47891339677,1654.13717362107,8.55000019073486,100,0
274.729611542505,1658.52917132182,28.9200000762939,34.9130805335697,1
268.693852123737,1655.6736469628,23.3500003814697,81.1924472505576,1
270.020398693671,1653.65642835216,14.0999999046326,88.8135808141902,0
275.771820995656,1654.51894759086,9.23999977111816,57.5769272557838,1
269.739301355011,1653.71800076865,10.7600002288818,89.8930669804071,0
261.169354688977,1645.59232909425,23.0400009155273,82.0105363590186,1
270.997370606084,1646.70790087509,2.89000010490417,70.7128709282571,0
272.897122464319,1650.9540880211,9.10000038146973,56.4573246382617,1
278.765374190639,1659.91478661467,22.5599994659424,87.0355890410861,1
274.401807264024,1652.04370959459,7.07000017166138,76.2865423923358,0
266.974291185729,1649.86361348124,22.0900001525879,61.593654202474,1
270.662339709654,1646.90766998831,11.2200002670288,74.9578334081784,0
277.091029505667,1650.8520511415,4.15000009536743,9.76888764462975,0
278.22714430242,1658.95463101386,15.3900003433228,87.6954251459075,0
276.401609159557,1656.09081811728,20.7199993133545,84.9789185263981,0
267.226460897694,1646.64537976741,23.5900001525879,76.8951723286261,1
271.947561746466,1647.72534528563,11.1000003814697,79.1498435089597,1
268.190844608044,1652.79372104373,13.7600002288818,41.9488217208326,1
261.982092537992,1645.3259121781,23.0599994659424,67,1
267.575059233764,1654.52049896459,7.57000017166138,54.2158282167511,0
275.225953729328,1650.07731815288,5.09000015258789,26.2192002237511,1
272.728925755419,1657.3082066174,8.85999965667725,84.3518541228026,0
264.967993958454,1650.65677911835,7.65000009536743,60.2702448362361,1
272.085945789416,1653.28816926215,9.44999980926514,77.506495855549,0
272.157041667734,1657.52191713909,10.289999961853,85,0
270.515110236708,1650.12403877567,15.3599996566772,85,0
270.557103649194,1648.50595416755,3.8199999332428,44.4865054256438,1
276.067306678536,1653.46446820675,6.69000005722046,69.7905191797763,0
265.476633186232,1646.26212906314,21.5400009155273,91.6941922737245,0
262.602356304991,1645.02582080781,15.539999961853,74.8305768199323,1
273.358769110024,1653.85582309899,5.51999998092651,52.4675863729596,1
273.396791800795,1653.00939011717,4.6100001335144,45,0
273.04617368095,1654.94770676801,30.0100002288818,84.3771989630023,0
